Ortschaftsname;PLZ4;Zusatzziffer;ZIP_ID;Gemeindename;BFS-Nr;Kantonskürzel;Adressenanteil;E;N;Sprache;Validity
Schwarzenbach SG;9536;00;5431;Jonschwil;3405;SG;98.05%;9.075016354651996;47.441116539937134;de;01.07.2008
Schwarzenbach SG;9536;00;5431;Wil (SG);3427;SG;1.03%;9.062678578410269;47.447002946724226;de;01.07.2008
Schwarzenbach SG;9536;00;5431;Rickenbach (TG);4751;TG;0.69%;9.060297882274279;47.44547106080402;de;01.07.2008
Schwarzenbach SG;9536;00;5431;Uzwil;3408;SG;0.23%;9.071767017743973;47.44714482246342;de;01.07.2008
Münchwilen TG;9542;00;5432;Münchwilen (TG);4746;TG;100%;8.994725701877332;47.478226088429864;de;01.07.2008
St. Margarethen TG;9543;00;5433;Münchwilen (TG);4746;TG;96.92%;9.002322793;47.48749720904766;de;01.07.2008
St. Margarethen TG;9543;00;5433;Wil (SG);3427;SG;3.08%;9.007466297998688;47.48325357782663;de;01.07.2008
Wängi;9545;00;5435;Wängi;4781;TG;100%;8.957531196602249;47.49953615046488;de;01.07.2008
Tuttwil;9546;00;5436;Wängi;4781;TG;100%;8.945449114;47.481648942097664;de;01.07.2008
Wittenwil;9547;00;5437;Aadorf;4551;TG;100%;8.922216708322761;47.502674803159955;de;01.07.2008
Matzingen;9548;00;5438;Matzingen;4591;TG;95.57%;8.930919220190765;47.520436955597546;de;01.07.2008
Matzingen;9548;00;5438;Frauenfeld;4566;TG;3.74%;8.916011660621741;47.534948766558685;de;01.07.2008
Matzingen;9548;00;5438;Stettfurt;4606;TG;0.69%;8.943725073782543;47.537846311964536;de;01.07.2008
Bronschhofen;9552;00;5439;Wil (SG);3427;SG;100%;9.033498473843897;47.47824687985989;de;01.07.2008
Bettwiesen;9553;00;5440;Bettwiesen;4716;TG;100%;9.024143866910064;47.49694268949031;de;01.07.2008
Tägerschen;9554;00;5441;Tobel-Tägerschen;4776;TG;100%;9.028987321953897;47.50798595777478;de;01.07.2008
Tobel;9555;00;5442;Tobel-Tägerschen;4776;TG;94.12%;9.032915173302285;47.51544334438284;de;01.07.2008
Tobel;9555;00;5442;Affeltrangen;4711;TG;5.88%;9.021794232985837;47.518330619320466;de;01.07.2008
Affeltrangen;9556;00;5445;Affeltrangen;4711;TG;100%;9.032018353;47.526718269847244;de;01.07.2008
Zezikon;9556;02;6007;Affeltrangen;4711;TG;100%;9.019961510758804;47.53572621369919;de;01.07.2008
Märwil;9562;00;5446;Affeltrangen;4711;TG;99.32%;9.072957559722807;47.53253473030463;de;01.07.2008
Märwil;9562;00;5446;Bussnang;4921;TG;0.69%;9.075038787867085;47.54662861288826;de;01.07.2008
Buch b. Märwil;9562;02;6006;Affeltrangen;4711;TG;100%;9.055711527466668;47.53760748322058;de;01.07.2008
Bussnang;9565;00;5451;Bussnang;4921;TG;100%;9.080780182990507;47.557854949625266;de;01.07.2008
Oberbussnang;9565;02;7445;Bussnang;4921;TG;100%;9.087547969;47.548556240830344;de;01.07.2008
Oppikon;9565;03;5449;Bussnang;4921;TG;100%;9.057183797676041;47.54974005366434;de;01.07.2008
Schmidshof;9565;04;5448;Bussnang;4921;TG;100%;9.054536109882834;47.54569299191831;de;01.07.2008
Rothenhausen;9565;05;5421;Bussnang;4921;TG;100%;9.102948691527972;47.54944249993607;de;01.07.2008
Littenheid;9573;00;5453;Sirnach;4761;TG;100%;9.009119917909496;47.44084293625732;de;01.07.2008
Lütisburg Station;9601;00;5454;Bütschwil-Ganterschwil;3395;SG;54.08%;9.066462332849195;47.37908333974757;de;01.07.2008
Lütisburg Station;9601;00;5454;Lütisburg;3393;SG;40.56%;9.070789686391642;47.38847723580715;de;01.07.2008
Lütisburg Station;9601;00;5454;Mosnang;3394;SG;4.66%;9.059374416193236;47.38641593321102;de;01.07.2008
Lütisburg Station;9601;00;5454;Kirchberg (SG);3392;SG;0.70%;9.060034252917994;47.38981620644061;de;01.07.2008
Bazenheid;9602;00;5455;Kirchberg (SG);3392;SG;98.82%;9.065382671754206;47.411826454031555;de;01.07.2008
Bazenheid;9602;00;5455;Lütisburg;3393;SG;1.18%;9.078762978;47.40994604506967;de;01.07.2008
Müselbach;9602;02;5456;Kirchberg (SG);3392;SG;100%;9.042262975882855;47.39002831338856;de;01.07.2008
Lütisburg;9604;00;5298;Lütisburg;3393;SG;100%;9.089206360538155;47.397139743002946;de;01.07.2008
Oberrindal;9604;01;5297;Oberuzwil;3407;SG;37.90%;9.133476838281359;47.40520710525588;de;01.07.2008
Oberrindal;9604;01;5297;Jonschwil;3405;SG;31.58%;9.117800272838476;47.40855769205269;de;01.07.2008
Oberrindal;9604;01;5297;Lütisburg;3393;SG;30.53%;9.120780235084299;47.404726935872475;de;01.07.2008
Unterrindal;9604;02;8130;Lütisburg;3393;SG;100%;9.090245520719092;47.40843306771134;de;01.07.2008
Bütschwil;9606;00;5457;Bütschwil-Ganterschwil;3395;SG;100%;9.072141194519068;47.35954434221779;de;01.07.2008
Mosnang;9607;00;5458;Mosnang;3394;SG;100%;9.045210426838338;47.362135333338934;de;01.07.2008
Ganterschwil;9608;00;5459;Bütschwil-Ganterschwil;3395;SG;98.52%;9.091549885500752;47.37915880104831;de;01.07.2008
Ganterschwil;9608;00;5459;Lütisburg;3393;SG;1.48%;9.118234253450314;47.38030315;de;01.07.2008
Dreien;9612;00;5460;Mosnang;3394;SG;100%;9.011424630834785;47.36269051214072;de;01.07.2008
Mühlrüti;9613;00;5461;Mosnang;3394;SG;97.85%;8.987527925682633;47.36958967851949;de;01.07.2008
Mühlrüti;9613;00;5461;Kirchberg (SG);3392;SG;2.15%;8.983997706696721;47.37799426109926;de;01.07.2008
Libingen;9614;00;5462;Mosnang;3394;SG;88.52%;9.021661759226022;47.32844615444127;de;01.07.2008
Libingen;9614;00;5462;Bütschwil-Ganterschwil;3395;SG;11.48%;9.051361408394275;47.343130542253824;de;01.07.2008
Dietfurt;9615;00;5463;Bütschwil-Ganterschwil;3395;SG;92.42%;9.077770366127115;47.34239861359883;de;01.07.2008
Dietfurt;9615;00;5463;Mosnang;3394;SG;5.33%;9.046856577623902;47.334197170352695;de;01.07.2008
Dietfurt;9615;00;5463;Wattwil;3379;SG;2.25%;9.051612403729676;47.33436468934735;de;01.07.2008
Lichtensteig;9620;00;5464;Lichtensteig;3374;SG;63.08%;9.087200291;47.32676358890138;de;01.07.2008
Lichtensteig;9620;00;5464;Wattwil;3379;SG;31.95%;9.082449014624231;47.31814089807929;de;01.07.2008
Lichtensteig;9620;00;5464;Neckertal;3396;SG;4.60%;9.115020292049618;47.32614677692033;de;01.07.2008
Lichtensteig;9620;00;5464;Bütschwil-Ganterschwil;3395;SG;0.37%;9.080405345634967;47.33512811925295;de;01.07.2008
Oberhelfenschwil;9621;00;5466;Neckertal;3396;SG;99.31%;9.108622793070314;47.35424529208817;de;01.07.2008
Oberhelfenschwil;9621;00;5466;Bütschwil-Ganterschwil;3395;SG;0.69%;9.092627811166267;47.33708569931003;de;01.07.2008
Krinau;9622;00;5468;Wattwil;3379;SG;100%;9.053378223;47.31794876019154;de;01.07.2008
Wattwil;9630;00;5469;Wattwil;3379;SG;98.03%;9.089235781502794;47.299331436768696;de;01.07.2008
Wattwil;9630;00;5469;Neckertal;3396;SG;1.84%;9.149268778;47.30526684180364;de;01.07.2008
Wattwil;9630;00;5469;Mosnang;3394;SG;0.14%;9.014337889700847;47.298660944317305;de;01.07.2008
Ulisbach;9631;00;5470;Wattwil;3379;SG;100%;9.105094585004224;47.28542865566372;de;01.07.2008
Hemberg;9633;00;5471;Neckertal;3396;SG;91.43%;9.173824861472621;47.297774614354466;de;01.07.2008
Hemberg;9633;00;5471;Wattwil;3379;SG;4.15%;9.142036865854347;47.292931639080585;de;01.07.2008
Hemberg;9633;00;5471;Nesslau;3360;SG;2.35%;9.210442151359834;47.27301639336445;de;01.07.2008
Hemberg;9633;00;5471;Ebnat-Kappel;3352;SG;2.08%;9.164367980841527;47.27688236789065;de;01.07.2008
Bächli (Hemberg);9633;02;5272;Neckertal;3396;SG;100%;9.200180373655853;47.30494119771841;de;01.07.2008
Ebnat-Kappel;9642;00;5472;Ebnat-Kappel;3352;SG;99.92%;9.127627557;47.26172755;de;01.07.2008
Ebnat-Kappel;9642;00;5472;Wattwil;3379;SG;0.08%;9.091878263934097;47.262487891524934;de;01.07.2008
Krummenau;9643;00;5473;Nesslau;3360;SG;97.97%;9.171919591342322;47.24848331243147;de;01.07.2008
Krummenau;9643;00;5473;Ebnat-Kappel;3352;SG;2.03%;9.154033350398736;47.24186951471619;de;01.07.2008
Nesslau;9650;00;5475;Nesslau;3360;SG;100%;9.195584265492005;47.222807623589055;de;01.07.2008
Ennetbühl;9651;00;5477;Nesslau;3360;SG;100%;9.222393557303532;47.24458184226524;de;01.07.2008
Neu St. Johann;9652;00;5481;Nesslau;3360;SG;100%;9.193242529621866;47.23313575690192;de;01.07.2008
